[*] Connected to USB device: Device(id="emulator-5554", name="Android Emulator 5554", type='usb')
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@a93fb19{
    ValueAnimator@745e492
    :  0.0  1.0
    ObjectAnimator@f52fe63, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@36aaa60, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@4602fd5{
    ValueAnimator@5d9b7de
    :  0.0  1.0
    ObjectAnimator@76d1dbf, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@9400c8c, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : android.widget.LinearLayout{f2add51 V.E...... .......D 0,0-1080,1920}
val : Rect(0, 0 - 1080, 1920)
key : android.view.View{25519b6 V.ED..... ........ 0,0-1080,72 #102002f android:id/statusBarBackground}
val : Rect(0, 0 - 1080, 72)
key : com.afe.mobilecore.tcuicomponent.UCStatusView{8080ec0 V.E...... ........ 0,1810-1080,1848 #7f09066c app:id/statusView}
val : Rect(0, 1810 - 1080, 1848)
key : android.widget.FrameLayout{4d596b7 V.E...... .......D 0,0-1080,1810 #7f0901ee app:id/frame_Main}
val : Rect(0, 0 - 1080, 1810)
key : android.widget.RelativeLayout{b671e24 V.E...... ........ 0,0-1080,144 #7f09076c app:id/viewTitle}
val : Rect(0, 0 - 1080, 144)
key : android.view.View{9eefd8d V.ED..... ........ 0,144-1080,150 #7f09074b app:id/viewSep}
val : Rect(0, 144 - 1080, 150)
key : android.widget.ImageView{4111b42 V.ED..... ........ 0,144-39,183 #7f09022e app:id/imgView_imgSep}
val : Rect(0, 144 - 39, 183)
key : android.widget.ImageView{8a2e753 V.ED..... ........ 0,183-1080,308 #7f09022c app:id/imgView_appTopLogo}
val : Rect(0, 183 - 1080, 308)
key : android.widget.EditText{d09f890 VFED..CL. ......ID 193,347-887,434 #7f0906cc app:id/txt_EditID}
val : Rect(193, 347 - 887, 434)
key : android.widget.EditText{65ae589 VFED..CL. .F.P..ID 193,473-887,560 #7f0906cd app:id/txt_EditPwd}
val : Rect(193, 473 - 887, 560)
key : android.widget.Button{799a98e VFED..C.. ........ 193,599-887,686 #7f0900a8 app:id/btn_Login}
val : Rect(193, 599 - 887, 686)
key : android.widget.Button{feaa5af VFED..C.. ........ 193,725-540,802 #7f0900c0 app:id/btn_OpenAccount}
val : Rect(193, 725 - 540, 802)
key : android.widget.Button{9be0dbc VFED..C.. ........ 540,725-887,802 #7f0900e3 app:id/btn_ResetPwd}
val : Rect(540, 725 - 887, 802)
key : android.widget.LinearLayout{9835145 V.E...... ........ 136,1694-943,1771}
val : Rect(136, 1694 - 943, 1771)
key : android.widget.ImageView{ad09a V.ED..... ........ 0,0-1080,42 #7f09021c app:id/imgTitleTop}
val : Rect(0, 0 - 1080, 42)
key : com.afe.mobilecore.customctrl.CustImageButton{145edcb VFED..C.. ........ 0,0-125,144 #7f090071 app:id/btn_Back}
val : Rect(0, 0 - 125, 144)
key : android.widget.TextView{f3c49a8 V.ED..... ........ 0,42-1080,144 #7f0906e4 app:id/txt_Title}
val : Rect(0, 42 - 1080, 144)
key : android.widget.Button{b0cbcc1 VFED..C.. ........ 19,0-250,77 #7f09008b app:id/btn_Disclaimer}
val : Rect(19, 0 - 250, 77)
key : android.widget.Button{4355c66 VFED..C.. ........ 288,0-519,77 #7f090084 app:id/btn_Contact}
val : Rect(288, 0 - 519, 77)
key : android.widget.Button{9c39ba7 VFED..C.. ........ 557,0-788,77 #7f0900df app:id/btn_RegToken}
val : Rect(557, 0 - 788, 77)
key : android.widget.TextView{be05854 V.ED..... ........ 19,0-733,38 #7f090565 app:id/lbl_Copyright}
val : Rect(19, 0 - 733, 38)
key : android.widget.TextView{e6763fd V.ED..... ........ 733,0-1061,38 #7f090574 app:id/lbl_Extra}
val : Rect(733, 0 - 1061, 38)
key : android.widget.LinearLayout{f2add51 V.E...... .......D 0,0-1080,1920}
val : Rect(0, 0 - 1080, 1920)
key : android.view.View{25519b6 V.ED..... ........ 0,0-1080,72 #102002f android:id/statusBarBackground}
val : Rect(0, 0 - 1080, 72)
key : com.afe.mobilecore.tcuicomponent.UCStatusView{8080ec0 V.E...... ........ 0,1810-1080,1848 #7f09066c app:id/statusView}
val : Rect(0, 1810 - 1080, 1848)
key : android.widget.FrameLayout{4d596b7 V.E...... .......D 0,0-1080,1810 #7f0901ee app:id/frame_Main}
val : Rect(0, 0 - 1080, 1810)
key : android.widget.RelativeLayout{b671e24 V.E...... ........ 0,0-1080,144 #7f09076c app:id/viewTitle}
val : Rect(0, 0 - 1080, 144)
key : android.view.View{9eefd8d V.ED..... ........ 0,144-1080,150 #7f09074b app:id/viewSep}
val : Rect(0, 144 - 1080, 150)
key : android.widget.ImageView{4111b42 V.ED..... ........ 0,144-39,183 #7f09022e app:id/imgView_imgSep}
val : Rect(0, 144 - 39, 183)
key : android.widget.ImageView{8a2e753 V.ED..... ........ 0,183-1080,308 #7f09022c app:id/imgView_appTopLogo}
val : Rect(0, 183 - 1080, 308)
key : android.widget.EditText{d09f890 VFED..CL. ......ID 193,347-887,434 #7f0906cc app:id/txt_EditID}
val : Rect(193, 347 - 887, 434)
key : android.widget.EditText{65ae589 VFED..CL. .F.P..ID 193,473-887,560 #7f0906cd app:id/txt_EditPwd}
val : Rect(193, 473 - 887, 560)
key : android.widget.Button{799a98e VFED..C.. ........ 193,599-887,686 #7f0900a8 app:id/btn_Login}
val : Rect(193, 599 - 887, 686)
key : android.widget.Button{feaa5af VFED..C.. ........ 193,725-540,802 #7f0900c0 app:id/btn_OpenAccount}
val : Rect(193, 725 - 540, 802)
key : android.widget.Button{9be0dbc VFED..C.. ........ 540,725-887,802 #7f0900e3 app:id/btn_ResetPwd}
val : Rect(540, 725 - 887, 802)
key : android.widget.LinearLayout{9835145 V.E...... ........ 136,1694-943,1771}
val : Rect(136, 1694 - 943, 1771)
key : android.widget.ImageView{ad09a V.ED..... ........ 0,0-1080,42 #7f09021c app:id/imgTitleTop}
val : Rect(0, 0 - 1080, 42)
key : com.afe.mobilecore.customctrl.CustImageButton{145edcb VFED..C.. ........ 0,0-125,144 #7f090071 app:id/btn_Back}
val : Rect(0, 0 - 125, 144)
key : android.widget.TextView{f3c49a8 V.ED..... ........ 0,42-1080,144 #7f0906e4 app:id/txt_Title}
val : Rect(0, 42 - 1080, 144)
key : android.widget.Button{b0cbcc1 VFED..C.. ........ 19,0-250,77 #7f09008b app:id/btn_Disclaimer}
val : Rect(19, 0 - 250, 77)
key : android.widget.Button{4355c66 VFED..C.. ........ 288,0-519,77 #7f090084 app:id/btn_Contact}
val : Rect(288, 0 - 519, 77)
key : android.widget.Button{9c39ba7 VFED..C.. ........ 557,0-788,77 #7f0900df app:id/btn_RegToken}
val : Rect(557, 0 - 788, 77)
key : android.widget.TextView{be05854 V.ED..... ........ 19,0-733,38 #7f090565 app:id/lbl_Copyright}
val : Rect(19, 0 - 733, 38)
key : android.widget.TextView{e6763fd V.ED..... ........ 733,0-1061,38 #7f090574 app:id/lbl_Extra}
val : Rect(733, 0 - 1061, 38)
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@304653{
    ValueAnimator@2296124
    :  0.0  1.0
    ObjectAnimator@d0f848d, target android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@c0c9642, target android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@c6ef4af{
    ValueAnimator@12d6b90
    :  0.0  1.0
    ObjectAnimator@87cdc89, target android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@351d48e, target android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@3402ccb{
    ValueAnimator@825b0bc
    :  0.0  1.0
    ObjectAnimator@14db845, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@69aab9a, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@aa2caa7{
    ValueAnimator@ffb1ca8
    :  0.0  1.0
    ObjectAnimator@29693c1, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@367e766, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@fa76a43{
    ValueAnimator@5395b54
    :  0.0  1.0
    ObjectAnimator@a37aafd, target android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@c7b13f2, target android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@5cc679f{
    ValueAnimator@f7ad8c0
    :  0.0  1.0
    ObjectAnimator@9d8f9f9, target android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@d227d3e, target android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@19debb{
    ValueAnimator@394c0ec
    :  0.0  1.0
    ObjectAnimator@ba63cb5, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@5452f4a, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@ffdab97{
    ValueAnimator@c82ffd8
    :  0.0  1.0
    ObjectAnimator@6caef31, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@a2ef616, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -14446333  -14446333
key :
val : :  0.0  1.0
key : android.widget.TextView{e190a83 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@c55f1f0{
    ValueAnimator@fae4d6d
    :  0.0  1.0
    ObjectAnimator@81c5da2, target android.widget.TextView{e190a83 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@5e76a33, target android.widget.TextView{e190a83 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -14446333  -14446333
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -14446333  -14446333
key :
val : :  0.0  1.0
key : android.widget.TextView{f2a44be V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@6c03d1c{
    ValueAnimator@fef5369
    :  0.0  1.0
    ObjectAnimator@86b1ee, target android.widget.TextView{f2a44be V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@fa4768f, target android.widget.TextView{f2a44be V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -14446333  -14446333
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -14446333  -14446333
key :
val : :  0.0  1.0
key : android.widget.TextView{7405a4b V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@e220f08{
    ValueAnimator@220bd25
    :  0.0  1.0
    ObjectAnimator@12ffefa, target android.widget.TextView{7405a4b V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@7becab, target android.widget.TextView{7405a4b V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -14446333  -14446333
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -14446333  -14446333
key :
val : :  0.0  1.0
key : android.widget.TextView{1e9edf V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@64d13b4{
    ValueAnimator@d4506a1
    :  0.0  1.0
    ObjectAnimator@fef10c6, target android.widget.TextView{1e9edf V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@f0aa887, target android.widget.TextView{1e9edf V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -14446333  -14446333
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -14446333  -14446333
key :
val : :  0.0  1.0
key : android.widget.TextView{e190a83 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@c81b720{
    ValueAnimator@c0a6bdd
    :  0.0  1.0
    ObjectAnimator@73b7352, target android.widget.TextView{e190a83 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@4df4623, target android.widget.TextView{e190a83 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -14446333  -14446333
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -14446333  -14446333
key :
val : :  0.0  1.0
key : android.widget.TextView{f2a44be V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@f9b254c{
    ValueAnimator@bc6e8d9
    :  0.0  1.0
    ObjectAnimator@f79729e, target android.widget.TextView{f2a44be V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@bd6217f, target android.widget.TextView{f2a44be V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -14446333  -14446333
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -14446333  -14446333
key :
val : :  0.0  1.0
key : android.widget.TextView{7405a4b V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@efb4a38{
    ValueAnimator@f343995
    :  0.0  1.0
    ObjectAnimator@1061aaa, target android.widget.TextView{7405a4b V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@535569b, target android.widget.TextView{7405a4b V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -14446333  -14446333
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -14446333  -14446333
key :
val : :  0.0  1.0
key : android.widget.TextView{1e9edf V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@c36d1e4{
    ValueAnimator@ebda11
    :  0.0  1.0
    ObjectAnimator@b033776, target android.widget.TextView{1e9edf V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@688c177, target android.widget.TextView{1e9edf V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -14446333  -14446333
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@b812850{
    ValueAnimator@1a3064d
    :  0.0  1.0
    ObjectAnimator@ae35502, target android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@83dfe13, target android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@ed8797c{
    ValueAnimator@e26ba49
    :  0.0  1.0
    ObjectAnimator@b5bf4e, target android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@200686f, target android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@7f1b168{
    ValueAnimator@917b205
    :  0.0  1.0
    ObjectAnimator@c32825a, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@d51c8b, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@ce47c14{
    ValueAnimator@4666981
    :  0.0  1.0
    ObjectAnimator@e866a26, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@2f6f667, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@b974580{
    ValueAnimator@68f1cbd
    :  0.0  1.0
    ObjectAnimator@cdf02b2, target android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@5729203, target android.widget.TextView{a8e3993 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@7eb39ac{
    ValueAnimator@795c7b9
    :  0.0  1.0
    ObjectAnimator@fb697fe, target android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@f824b5f, target android.widget.TextView{455133f V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@a84498{
    ValueAnimator@1c22675
    :  0.0  1.0
    ObjectAnimator@ae0360a, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@7aa3e7b, target android.widget.TextView{5cb91f7 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
key : textColor
val : textColor:  -617954  -617954
key : textColor
val : textColor:  -3523003  -3523003
key :
val : :  0.0  1.0
key : android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
val : AnimatorSet@7291244{
    ValueAnimator@21bb4f1
    :  0.0  1.0
    ObjectAnimator@a53a8d6, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -617954  -617954
    ObjectAnimator@e944757, target android.widget.TextView{a0405c2 V.ED..... ......ID 579,43-772,101 #7f0906d7 app:id/txt_Price}
    textColor:  -3523003  -3523003
}
param>> a:771589S, b:Gr89LM, c:null, d: NmZmMzk2NjktM2VlYy00NjZi, e: 37, f：F
[o5.e.d] param>> a:1, b:0, c:http://trade.firstsechk.com/i-trade/streaming/streamLogin, d: re=1&clm=J1Y7PDzf5rIv25PXGGygnHoICznO2Fya0kLevtC%2FCyMyNABHuP6mKd5vHr%2BdRUKl1pvGxJ%2BN7RMQ%0A3AcCA5Hb1AcR2XbV1LzbuIYEN7CTODK%2F%2BqXfjtPm7Ntxeicnxw%2BX2uZ63Q2TgC7wjqb7GA%2F7GluE%0AVC1yTpw1yjhjI9%2F7Vp9FRVPjWRL%2BgD3w7ezza2J1Dh4%2BW9yuUO8u3q0yp90MLfa3F9QglbyQ235x%0AMY3%2BzK0nSm2WJ2bnCLOoAljVMFg0%2B0afsfeOH7AwV%2FOVYWAoC3%2F16MnSCBJQkhRt9pSHnivve1NI%0A1aQCBGHxZ9t%2B52itkDqNnMJJRCBybDqORDFY0k4MO0q7PrXG7N4mECt%2BG09nuYCDf7eE8CVvyJsy%0A8tZILE6C09QY0DYY%2BTDuxyMPD%2FOr%2BFKF4JrgUTbKMq0AKaadtvYNWDoUlSEzudL6WduYlDjJ98O1%0AVZLzDSzCsQbh%2F4nQsUd0NXmA11mE5lQfFDWb1bUpk5ZloBvujGYpE7bHImPZL06bWeKAgAs6JxFW%0ABBU6L8VZcllID0k7Jiy9mK4e%2F9mvz%2Bro0fSyv2m0mZBBQCO9OdXVb0faSdruMSX3fkHEAgB0bDEl%0An76HMft3MnQsbf65g7MWfdl6rMkdz3SwZgYNPSjFoBnajk2%2B91Sqh106kRmQyF7rlY65uz%2FB6KE%3D%0A
加密前：http://trade.firstsechk.com/i-trade/streaming/streamLogin
java.lang.Exception
	at java.net.URL.<init>(Native Method)
	at o5.e.d(SourceFile:30)
	at o5.e.d(Native Method)
	at b1.c.e(SourceFile:11)
	at b1.c.e(Native Method)
	at com.afe.mobilecore.AppCoreDelegate.p(SourceFile:532)
	at com.afe.mobilecore.AppCoreDelegate.J(SourceFile:2239)
	at k1.v.c(Unknown Source:50)
	at j1.b.j1(Unknown Source:8)
	at f.x.run(SourceFile:948)
	at java.lang.Thread.run(Thread.java:764)

result begin
687
result end
java.lang.Exception
	at o5.e.d(Native Method)
	at b1.c.e(SourceFile:11)
	at b1.c.e(Native Method)
	at com.afe.mobilecore.AppCoreDelegate.p(SourceFile:532)
	at com.afe.mobilecore.AppCoreDelegate.J(SourceFile:2239)
	at k1.v.c(Unknown Source:50)
	at j1.b.j1(Unknown Source:8)
	at f.x.run(SourceFile:948)
	at java.lang.Thread.run(Thread.java:764)

result begin
true
result end
java.lang.Exception
	at b1.c.e(Native Method)
	at com.afe.mobilecore.AppCoreDelegate.p(SourceFile:532)
	at com.afe.mobilecore.AppCoreDelegate.J(SourceFile:2239)
	at k1.v.c(Unknown Source:50)
	at j1.b.j1(Unknown Source:8)
	at f.x.run(SourceFile:948)
	at java.lang.Thread.run(Thread.java:764)

加密前：http://trade.firstsechk.com/i-trade/streaming/streamLogin
java.lang.Exception
	at java.net.URL.<init>(Native Method)
	at com.android.okhttp.HttpUrl.url(HttpUrl.java:327)
	at com.android.okhttp.Request.url(Request.java:53)
	at com.android.okhttp.internal.huc.HttpURLConnectionImpl.execute(HttpURLConnectionImpl.java:463)
	at com.android.okhttp.internal.huc.HttpURLConnectionImpl.connect(HttpURLConnectionImpl.java:132)
	at com.android.okhttp.internal.huc.HttpURLConnectionImpl.getOutputStream(HttpURLConnectionImpl.java:263)
	at o5.c.run(SourceFile:23)

key : java.net.AddressCache$AddressCacheKey@431ade92
val : java.net.AddressCache$AddressCacheEntry@85b1129
key :
val : :  0.0  1.0
key :
val : :  0.0  1.0
key : android.animation.AnimatorSet$Node@5fa35ba
val : android.animation.AnimatorSet$Node@fc3bc6b
key : trimPathStart
val : trimPathStart:  0.0  0.75
key : android.animation.AnimatorSet$Node@c32bc61
val : android.animation.AnimatorSet$Node@b05f386
key : trimPathEnd
val : trimPathEnd:  0.0  0.75
key : android.animation.AnimatorSet$Node@4979474
val : android.animation.AnimatorSet$Node@97dbd9d
key : trimPathOffset
val : trimPathOffset:  0.0  0.25
key : android.animation.AnimatorSet$Node@3d94de3
val : android.animation.AnimatorSet$Node@9d383e0
key : rotation
val : rotation:  0.0  720.0
